source,company_name,careers_url,board_token,posting_id,posting_uid,title,location,department,date_posted,date_updated,job_url,description,collected_at,snapshot_date,target_location,is_target_location,start_year,end_year,term_ai,term_machine_learning,term_data_science,term_quantitative_research,term_ml_engineer,term_deep_learning,term_python,term_statistical_modeling,ai_term_total,matched_terms,is_ai_related,posting_year
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100436,workday:Axiom Space:JR100436,Senior Software Engineer,Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-03-12T23:08:40Z,2026-03-12T23:08:40Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/Senior-Software-Engineer_JR100436,"Axiom Space is a human space exploration company, building era-defining space infrastructure and delivering technology-driven solutions that will empower civilization to transcend Earth. Beginning with Axiom Station, successor to the International Space Station, the company is pioneering a next-generation orbital settlement that will foster groundbreaking innovation and research in microgravity and drive the global space economy of tomorrow. Today, guided by the vision of leading humanity's expansion off planet, Axiom Space is the principal provider of commercial human spaceflight services and developer of advanced spacesuits for the Moon and beyond. For more information about Axiom Space, visit www.axiomspace.com . Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic Senior Software Engineer who is fueled by high accountability, execution horsepower, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY Since Axiom Space is a very complex work environment, we are looking for a resilient, high-energy Senior Software Engineer, a talented Senior Software Engineer to join our dynamic aerospace team. In this role, you will be responsible for designing, developing, and maintaining software within the GSE (Ground Support Equipment) Space Suits avionics team. You will be working closely with the hardware developing team on advanced test and measurement systems, including hardware-in-the-loop (HIL) and systems simulation. This position is ideal for an engineer who thrives on the interaction between software and hardware. KEY DUTIES & RESPONSIBILITIES Architect, design, implement, test, and document software solutions. Perform full lifecycle of software development from design through implementation and deployment. Develop robust, well architected and reliable software, typically in C/C++ Python on Linux. Promote best practices in software engineering such as test-driven development, up-front design, code review and unit testing. Conduct peer reviews, oversee merge requests, foster a culture of technical excellence, while driving continuous improvement. Create and maintain technical design documentation, data models, and process models. Perform system analysis, troubleshooting, diagnosis, and problem resolution. Contribute to system verification and validation. Collaborate with stakeholders across project and NASA to ensure successful delivery of GSE Systems. Lead and conduct program design and safety reviews with internal Axiom development teams and NASA customers for commercial spacesuit development. Support project management efforts. Communicate project progress, status, and potential issues to stakeholders and leadership. Implement and maintain agile project management methodologies throughout the project lifecycle. Perform additional job duties as assigned. QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education & Experience Bachelor’s or master’s in computer engineering, electrical engineering, aerospace engineering, computer science, or a related discipline. A minimum of 10 years of professional experience. Proficiency with version control (Git), build systems, and continuous integration pipelines. Experience in unit testing, software-hardware integration testing, and formal verification activities, preferred experience in flight software certification. Experience in software safety reviews. Track record of delivering outcomes in ambiguous, fast-moving environments. Uses good judgement to solve problems proactively, positively impacting hard challenges. Proven to deliver high quality results under tight deadlines. Passion for space and the mission. This role calls for Perseverance, Resourcefulness, Adaptable and Grit. Track record of making things happen in ambiguous, fast-moving environments. Uses good judgement to problem-solve proactively, positively impacting hard challenges. Demonstrated organization skills to meet tight deadlines with high quality results. Core Skills Technical expertise in: Programming languages like C/C++ , python, LabVIEW along with strong foundations in data structures, algorithms, and application performance optimization. Experience in working with TCP/IP based communication on Sockets and ZeroMQ. Experience with version control systems (Git, GitLab), within continuous integration pipelines. Demonstrated success in taking software through the entire software development lifecycle. Proficiency in software design principles, code architecture patterns, and development methodologies. Strong understanding of software verification, validation, and documentation practices. Demonstrated experience in applying security best practices. Work within an agile environment. Experience in presenting complex topics to management and other stakeholders. Strong technical writing and documentation skills. Core Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Technical Rigor Execution Discipline Pride of Delivery WORK ENVIRONMENT: Generally, an office environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation. Management has the prerogative to select at any level for which the position is advertised. Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position. Must be willing to work evenings and weekends as needed to meet critical project milestones. Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,0,0,0,0,0,0,2,0,2,python,True,2026
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100434,workday:Axiom Space:JR100434,Flight Software Engineer,Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-03-10T23:08:41Z,2026-03-10T23:08:41Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/Flight-Software-Engineer_JR100434,"Axiom Space is a human space exploration company, building era-defining space infrastructure and delivering technology-driven solutions that will empower civilization to transcend Earth. Beginning with Axiom Station, successor to the International Space Station, the company is pioneering a next-generation orbital settlement that will foster groundbreaking innovation and research in microgravity and drive the global space economy of tomorrow. Today, guided by the vision of leading humanity's expansion off planet, Axiom Space is the principal provider of commercial human spaceflight services and developer of advanced spacesuits for the Moon and beyond. For more information about Axiom Space, visit www.axiomspace.com . Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic Flight Software Engineer who is fueled by high accountability, execution horsepower, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY Since Axiom Space is a very complex work environment, we are looking for a resilient, high-energy Flight Software Engineer, who will primarily be responsible for designing and developing flight software for the Axiom Space Station. This position reports to Flight Software Team Lead. This role is onsite in Webster, TX and will be based at our Space Station Development Facility. KEY DUTIES & RESPONSIBILITIES Work with a team to design, develop, and test embedded flight software Design, develop, test, integrate, and deploy software solutions Collaborate with subsystem engineers such as propulsion, environmental control and life support systems (ECLSS), guidance navigation and control (GN&C), networks, datalinks, power, and other flight systems Give and receive productive feedback during collaboration and in design and code reviews Execute test plans and procedures in Hardware-in-the-Loop testbeds and support test automation platforms to facilitate CI/CD initiatives Collaborate effectively with avionics engineers to integrate hardware simulation and fault injection solutions into real-time software Support milestone reviews such as PDR, CDR, and SDR Perform additional job duties as assigned QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodation may be made to enable individuals with disabilities to perform the essential functions. Education & Experience Bachelor of Science in Electrical Engineering, Aerospace Engineering, Mechanical Engineering, Computer Engineering, Computer Science, Computer Information Systems, or another related technical discipline 5+ years’ experience developing code in languages such as C, C++, Rust, and Python in a Linux environment, VxWorks, or other RTOS Experience with git distro (such as gitlab) and CI/CD tools Prefer experience with spaceflight or other safety critical systems Familiar with containerization supporting Continuous Development/Continuous Integration pipelines on Linux Systems Experience working with protocols such as Serial, modbus, UDP, and TCP Track record of making things happen in ambiguous, fast-moving environments Uses good judgement to problem-solve proactively, positively impacting hard challenges Demonstrated organization skills to meet tight deadlines with high quality results Core Skills Passion for space and the mission Entrepreneurial, growth mindset High EQ and ability to collaborate within teams and cross-functionally Tech-solutioning in using systems and tools to move smarter and faster Core Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Technical Rigor Execution Discipline Pride of Delivery WORK ENVIRONMENT: Generally, an office environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation Management has the prerogative to select at any level for which the position is advertised Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position Must be willing to work evenings and weekends as needed to meet critical project milestones Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,0,0,0,0,0,0,1,0,1,python,True,2026
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100375,workday:Axiom Space:JR100375,"Mechanical Engineer, Fluids, Environmental, and/or Thermal Control",Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-03-06T23:08:42Z,2026-03-06T23:08:42Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/Mechanical-Engineer--Fluids--Environmental--and-or-Thermal-Control_JR100375,"Axiom Space is building the world’s first commercial space station – Axiom Station. Serving as a cornerstone for sustained human presence in space, this next-generation orbital platform fosters groundbreaking innovation and research in microgravity, and cultivates the vibrant, global space economy of tomorrow. Today, driven by the vision of leading humanity's journey off planet, Axiom Space is the principal provider of commercial human spaceflight services to the International Space Station and developer of advanced spacesuits for the Moon and low-Earth orbit. Axiom Space is building era-defining space infrastructure that drives exploration and fuels a vibrant space economy that will empower our civilization to transcend Earth for the benefit of every human, everywhere. Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic Mechanical Engineer with Fluids, Environmental, and/or Thermal Control experience who is fueled by high ownership, execution horsepower, growth mindset, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY We are seeking an experienced Mechanical Engineer to support the design, analysis, and testing of fluid and thermal systems for spaceflight hardware. The ideal candidate has strong fundamentals, hands-on test experience, and the ability to take components and subsystems from concept through integration. This position reports to Climate & Thermal Team Manager . This role is onsite and will be based at our Space Station Development Facility (SSDF). KEY DUTIES & RESPONSIBILITIES Select and qualify fluid and thermal system components (valves, sensors, regulators, pumps, heat exchangers, fittings). Conduct trade studies, define requirements, and work with suppliers to ensure components meet performance and environmental needs. Develop and execute test plans for component-level verification, including pressure and flow testing, thermal cycling, and leak testing. Analyze test data, troubleshoot anomalies, and document results in formal reports. Perform integrated system analyses combining fluid dynamics, thermodynamics, and heat transfer to size components and predict system behavior. Build and correlate analytical models (MATLAB/Python, CFD, or thermal tools) using component and system test data. Generate and maintain system documentation including P&IDs, interface control documents, drawings, and specifications. Collaborate with cross-functional teams (Stress, avionics, manufacturing) to ensure proper integration and meet mission requirements. Support hardware builds, system integration, and test operations as needed. Communicating project progress, status, and potential issues to stakeholders and leadership. Implementing and maintaining agile project management methodologies throughout the project lifecycle. Perform additional job duties as assigned. QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education & Experience Minimum Qualifications: BS in Mechanical Engineering (or Aerospace engineering) is required. 5+ years of experience working on mechanical, fluid, or thermal systems. Experience with fluid and/or thermal system design, analysis, and testing. Proficiency with mechanical design tools (CAD such as NX, Creo, or SolidWorks) and analysis tools (MATLAB, Python, or equivalent). Experience designing or analyzing fluid components (valves, regulators, pumps, lines, manifolds) or thermal systems (heat exchangers, radiators, cold plates). Demonstrated ability to take engineering designs from concept through testing to production and delivery. Strong communication, documentation, and troubleshooting skills. Hands-on experience with test execution (pressure testing, flow testing, thermal cycling) and post-test data analysis. Track record of delivering outcomes in ambiguous, fast-moving environments. Uses good judgement to problem-solve proactively, positively impacting hard challenges. Proven to deliver high quality results under tight deadlines. Preferred Qualifications: Strong understanding of fluid mechanics, heat transfer, and thermodynamics. Hands on experience with thermal control hardware. Experience with CFD, FEA, or thermal modeling tools such as ANSYS Fluent, Star-CCM+, Thermal Desktop, SINDA/Fluint. Experience integrating mechanical and electrical systems, including sensors, harness routing, connectors, and control hardware. Understanding of electrical interfaces such as wiring diagrams, signal conditioning, grounding, and EMI/EMC considerations. Knowledge of industry standards (NASA, ASME, ASTM, MIL-spec). Familiarity with vacuum system design, materials for space environments, and contamination control. Grit Passion for space and the mission Entrepreneurial, growth mindset Perseverance Resourceful, adaptable Skills Executes priorities with precision and pace High EQ and ability to collaborate within teams and cross-functionally Tech-savvy in using systems and tools to move faster and smarter Excellent written and verbal communication skills Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Sense of Urgency Extreme Ownership Execution and Delivery Efficiency Effectiveness WORK ENVIRONMENT: Generally, an office environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation. Management has the prerogative to select at any level for which the position is advertised. Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position. Must be willing to work evenings and weekends as needed to meet critical project milestones. Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,0,0,0,0,0,0,2,0,2,python,True,2026
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100287,workday:Axiom Space:JR100287,AI&T Technician,Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-02-25T23:08:43Z,2026-02-25T23:08:43Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/AI-T-Technician_JR100287,"Axiom Space is building the world’s first commercial space station – Axiom Station. Serving as a cornerstone for sustained human presence in space, this next-generation orbital platform fosters groundbreaking innovation and research in microgravity, and cultivates the vibrant, global space economy of tomorrow. Today, driven by the vision of leading humanity's journey off planet, Axiom Space is the principal provider of commercial human spaceflight services to the International Space Station and developer of advanced spacesuits for the Moon and low-Earth orbit. Axiom Space is building era-defining space infrastructure that drives exploration and fuels a vibrant space economy that will empower our civilization to transcend Earth for the benefit of every human, everywhere. Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic AI&T Space Suit Technician who is fueled by high ownership, execution horsepower, growth mindset, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY We are looking for a resilient, high-energy, an AI&T Technician to be responsible for testing and maintenance of hardware including but not limited to: Space Suits and Suit components, ancillary equipment, test rigs and other equipment as required. Job responsibilities will include the training of less experienced technicians to perform repair and maintenance, cleaning, inspection, Engineering Change (EC) incorporation, assembly, disassembly, and performance/functional testing. Repair and maintenance processes require the use of hazardous materials such as adhesives, lubricants, and solvents. Performance and functional testing require the use of pressurized gases and pure water systems. The technician will perform duties per documented procedures and work authorizing documents. The technician will assist Engineering in various activities including fit checks for suited subjects, manned test support, suited chamber events, classroom training event support and other similar support events. Additionally, the technician will be point of contact with customers, other technicians, engineers, logistics, and test subjects are EVA training events. KEY DUTIES & RESPONSIBILITIES Assist in the training of less experienced technicians to perform maintenance, assembly, testing, repair, and processing of flight and training hardware Incorporates engineering changes and performs functional performance testing of space suit components or related hardware, associated Extravehicular Activity (EVA) hardware, and other systems of hardware as assigned Provide assistance to engineering in the location and diagnosis of anomalies and recommend corrective action Daily tasks associated with reading engineering drawings/schematics, equipment specifications, test procedures, etc Specified training online, and in classroom, as required to maintain certifications to perform job functions Daily updates to various job-related database(s) Transportation responsibilities to operate motor vehicle for delivery of hardware to various events Perform other tasks as assigned QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education & Experience High School Diploma or equivalent GED 7-9 years of related experience Experience with Pressure Systems or familiar with Pressurized Test Equipment Experience using a wide variety of precision tools and measuring devices Ability to read mechanical drawings Track record of delivering outcomes in ambiguous, fast-moving environments Uses good judgement to problem-solve proactively, positively impacting hard challenges Proven to deliver high quality results under tight deadlines Grit Passion for space and the mission Entrepreneurial, growth mindset Perseverance Resourceful, adaptable Skills Executes priorities with precision and pace High EQ and ability to collaborate within teams and cross-functionally Tech-savvy in using systems and tools to move faster and smarter Excellent written and verbal communication skills Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Sense of Urgency Extreme Ownership Execution and Delivery Efficiency Effectiveness WORK ENVIRONMENT: Generally, a lab environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position Must be willing to work evenings and weekends as needed to meet critical project milestones Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,3,0,0,0,0,0,0,0,3,ai,True,2026
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100336,workday:Axiom Space:JR100336,EEE Parts Engineer,Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-02-10T23:08:58Z,2026-02-10T23:08:58Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/EEE-Parts-Engineer_JR100336,"Axiom Space is building the world’s first commercial space station – Axiom Station. Serving as a cornerstone for sustained human presence in space, this next-generation orbital platform fosters groundbreaking innovation and research in microgravity, and cultivates the vibrant, global space economy of tomorrow. Today, driven by the vision of leading humanity's journey off planet, Axiom Space is the principal provider of commercial human spaceflight services to the International Space Station and developer of advanced spacesuits for the Moon and low-Earth orbit. Axiom Space is building era-defining space infrastructure that drives exploration and fuels a vibrant space economy that will empower our civilization to transcend Earth for the benefit of every human, everywhere. Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic EEE Parts Engineer who is fueled by high ownership, execution horsepower, growth mindset, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY We are looking for a resilient, high-energy, experienced Electrical, Electronic, and Electromechanical (EEE) Parts Engineer for the next generation spacesuit. This position directly supports the nation’s ambitions of landing the first woman and next man on the surface of the moon. KEY DUTIES & RESPONSIBILITIES Identify, track, communicate, and disposition, part change notifications and new part requests Review bills of materials for new designs to ensure the use of reliable components Support EEE parts reliability issues and risk mitigation towards closure Engage external third parties (such as component manufacturers and test labs) for acquiring outsourcing work, scheduling data reviews, or engaging in stablished processes Interface with supply chain, design engineers, and production/manufacturing Execute dimensional and destructive analysis on high-risk products Perform quality inspections Maintain component databases Collaborate with design engineers and procurement teams Review supplier documentation Approve alternatives parts for obsolete or grade changes Support failure analysis Prepare documentation for design reviews, manufacturing, assembly, and testing. Perform additional job duties as assigned QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education & Experience Required Bachelor’s degree in electrical, computer engineering, or equivalent field 6+ years of experience in electrical designs (component, circuits, PCBA’s or electronic assemblies) Comfortable driving forward and delivering outcomes in ambiguous, fast-moving environments Ability to communicate and problem-solve proactively Preferred Experience in any of the following areas: system architecture, supply chain, purchasing, production and manufacturing Experience with non-destructive and destructive lab analysis techniques Basic python and/or SQL coding Understanding of basic manufacturing systems for electronic components Experience with spaceflight or harsh environment rated electronics Knowledge of JEDEC, EIA and IPC standards as well as applicable military, NASA (EEE-INST-002), and ESA standards Grit Passion for space and the mission Exhibits a growth mindset and actively seeks out challenges Displays perseverance and an ability to overcome obstacles Resourcefulness, adaptability, and self-motivation Skills Executes priorities with precision and pace High EQ and ability to collaborate within teams and cross-functionally Tech-savvy in using systems and tools to move faster and smarter Excellent written and verbal communication skills with an active communication style Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Sense of Urgency Extreme Ownership Execution and Delivery Efficiency Effectiveness WORK ENVIRONMENT: Generally, an office environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation. Management has the prerogative to select at any level for which the position is advertised. Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position. Must be willing to work evenings and weekends as needed to meet critical project milestones. Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,0,0,0,0,0,0,1,0,1,python,True,2026
workday,Axiom Space,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site,https://axiomspace.wd5.myworkdayjobs.com/wday/cxs/axiomspace/External_Career_Site,JR100371,workday:Axiom Space:JR100371,Modeling and Simulation Engineer,Houston,"Full time, United States of America bc33aa3152ec42d4995f4791a106ed09",2026-02-10T23:08:56Z,2026-02-10T23:08:56Z,https://axiomspace.wd5.myworkdayjobs.com/External_Career_Site/job/Houston/Modeling-and-Simulation-Engineer_JR100371,"Axiom Space is building the world’s first commercial space station – Axiom Station. Serving as a cornerstone for sustained human presence in space, this next-generation orbital platform fosters groundbreaking innovation and research in microgravity, and cultivates the vibrant, global space economy of tomorrow. Today, driven by the vision of leading humanity's journey off planet, Axiom Space is the principal provider of commercial human spaceflight services to the International Space Station and developer of advanced spacesuits for the Moon and low-Earth orbit. Axiom Space is building era-defining space infrastructure that drives exploration and fuels a vibrant space economy that will empower our civilization to transcend Earth for the benefit of every human, everywhere. Axiom Space fosters a work environment inclusive of all perspectives. We are the pioneers of commercial space, leading the transformation of low-Earth orbit into a global space marketplace. Our mission-driven team is seeking a bold and dynamic Modeling and Simulation Engineer who is fueled by high ownership, execution horsepower, growth mindset, and driven to understand our world, science/technology, and life itself, for the benefit of all on Earth and beyond. POSITION SUMMARY We are looking for a resilient, high-energy, experienced Modeling and Simulation Engineer to support the EVA SE&I team. The EVA SE&I Modeling and Simulation Engineer will develop the modeling and simulation assets that assess the performance of the EVA spacesuit for analysis and verification purposes. KEY DUTIES & RESPONSIBILITIES Develop high-fidelity space suit fluid, thermal, and electrical simulation math models leveraging existing simulation frameworks and nodal analysis methods (NASA’s Trick simulation and GUNNS software). Collaborate with space suit subsystem teams to ensure models accurately reflect design and operational details of life support components. Ensure model packages are debugged, tested, verified, and validated with test data. Incorporate models into the larger simulation framework and work to ensure simulation runs appropriately. Apply systems engineering principles to the development and documentation of the simulation framework and constituent models. Use the simulation to evaluate spacesuit performance, perform trade studies, and assess design changes. Use simulation to perform verification of system requirements. Generate and deliver regular reports on the status of space suit design. Support other Systems Engineering and Integration functions as appropriate and needed. Communicating project progress, status, and potential issues to stakeholders and leadership. Implementing and maintaining agile project management methodologies throughout the project lifecycle. Perform additional job duties as assigned. QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education & Experience Bachelor’s degree, Engineering, Math, Science, or related field required (MS preferred) A minimum of 10 years of professional experience or educational equivalent Experience with design and implementation or modeling and simulation of fluid, thermal, or electrical systems 2 years of programming experience with systems level languages like C/C++ and/or Python Strong oral and written communication skills Ability to present technical data to a broad range of technical and non-technical audiences Track record of delivering outcomes in ambiguous, fast-moving environments Uses good judgement to problem-solve proactively, positively impacting hard challenges Proven to deliver high quality results under tight deadlines Grit Passion for space and the mission Entrepreneurial, growth mindset Perseverance Resourceful, adaptable Skills Technical expertise in: Programming languages like C++ and python Object-Orient Programming (OOP) principles and software architecture design, ideally in modeling and simulation contexts Experience with nodal analysis techniques for modeling and simulating systems such as fluid, thermal, or electrical power systems Experience with UML, SysML modeling tools, version control systems (Git, GitLab) Experience using modeling and simulation to perform design trades and performance assessments for complex systems. Demonstrated experience in code debugging, troubleshooting, and applying security best practices within Agile methodology Strong understanding of software verification, validation, and documentation practices Experience with NASA’s Trick Simulation Framework and / or General-Use Nodal Network Solver (GUNNS) is highly desired. Experience developing GUI applications is desired Executes priorities with precision and pace High EQ and ability to collaborate within teams and cross-functionally Tech-savvy in using systems and tools to move faster and smarter Excellent written and verbal communication skills Competencies: Embody our core values of leadership , innovation , and teamwork. In addition, to perform the job successfully, an individual should demonstrate the following competencies: Accountability Sense of Urgency Extreme Ownership Execution and Delivery Efficiency Effectiveness WORK ENVIRONMENT: Generally, an office environment, but can involve inside or outside work depending on the task. Requirements Must be able to complete a U.S. government background investigation. Management has the prerogative to select at any level for which the position is advertised. Proof of U.S. Citizenship or US Permanent Residency is a requirement for this position. Must be willing to work evenings and weekends as needed to meet critical project milestones. Physical Requirements Work may involve sitting or standing for extended periods (90% of the time) May require lifting and carrying up to 25 lbs. (5% of the time) Equipment and Machines Standard office equipment (PC, phone, printer, etc.) Axiom Space is proud to be an equal opportunity employer. Axiom Space does not discriminate on the basis of race, regional color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with disability, or other applicable legally protected characteristics.",2026-03-12T23:10:49Z,2026-03-12,"Houston, Texas",True,,,0,0,0,0,0,0,2,0,2,python,True,2026
