snapshot_date,total_quant_postings,ai_related_postings,total_ai_term_mentions,unique_companies,term_ai,term_machine_learning,term_data_science,term_quantitative_research,term_ml_engineer,term_deep_learning,term_python,term_statistical_modeling
2026-03-12,127,16,113,4,88,2,7,0,0,0,16,0
