feature,importance,absolute_importance
return_10d,-0.060061638219544605,0.060061638219544605
volume_change_5d,0.04779661690030114,0.04779661690030114
volatility_10d,-0.02792907666869362,0.02792907666869362
return_5d,0.025606377282616714,0.025606377282616714
sma_20_vs_sma_50,0.025274687008162194,0.025274687008162194
rsi_14,-0.02023206592579581,0.02023206592579581
close_vs_sma_20,-0.014342030504791842,0.014342030504791842
