feature,importance,absolute_importance
close_vs_sma_20,-0.11355153481848809,0.11355153481848809
rsi_14,0.09093102408469676,0.09093102408469676
return_5d,0.07317415274835215,0.07317415274835215
sma_20_vs_sma_50,0.04561815338258435,0.04561815338258435
volatility_10d,-0.03955058878150735,0.03955058878150735
return_10d,-0.02465256736468487,0.02465256736468487
volume_change_5d,0.005390682205957831,0.005390682205957831
