cumulative_return,sharpe_ratio,maximum_drawdown,win_rate,number_of_trades,ticker,strategy,test_start,test_end,probability_threshold
0.9483544375606818,0.8944764046891449,-0.2186709128304456,0.4367816091954023,87.0,SPY,Rule-Based,2019-01-02,2025-12-30,
1.206494282212939,0.8247717175961278,-0.26365938532469546,0.7456140350877193,228.0,SPY,Machine Learning,2019-01-02,2025-12-30,0.5
2.0308187860911824,0.9027095401870918,-0.33717264160164284,1.0,1.0,SPY,Buy and Hold,2019-01-02,2025-12-30,
1.932937753728766,1.1048749184315552,-0.28643154016101924,0.3614457831325301,83.0,QQQ,Rule-Based,2019-01-02,2025-12-30,
0.14888449411922955,0.21116999521198304,-0.3752020768236898,0.5153374233128835,163.0,QQQ,Machine Learning,2019-01-02,2025-12-30,0.5
3.1443719883770855,0.9628021639178079,-0.35118723407093955,1.0,1.0,QQQ,Buy and Hold,2019-01-02,2025-12-30,
4.161698431258384,1.2689933644441487,-0.2435880123578813,0.38666666666666666,75.0,AAPL,Rule-Based,2019-01-02,2025-12-30,
1.2764942545261033,0.7079806624161689,-0.35251737262316873,0.4636363636363636,110.0,AAPL,Machine Learning,2019-01-02,2025-12-30,0.5
6.2421032417029,1.0685599148445795,-0.3336052059277943,1.0,1.0,AAPL,Buy and Hold,2019-01-02,2025-12-30,
